Symbol,Test Period,Interval,Data Points,Sequences,MAE,RMSE,R²,MAPE (%),Directional Accuracy (%),Evaluation Date
BTC-USD,6mo,1d,182,122,3210.6109759221317,3837.1454472396626,0.8112498246572788,3.416670229274152,49.586776859504134,2025-05-31 01:53:38
