Timestamp,Close_scaled
2020-05-31 00:00:00,0.004050243712684712
2020-06-01 00:00:00,0.010931511140444439
2020-06-02 00:00:00,0.004720092004107682
2020-06-03 00:00:00,0.005956735003657787
2020-06-04 00:00:00,0.007359072559618832
2020-06-05 00:00:00,0.006042632020870312
2020-06-06 00:00:00,0.005927132076821842
2020-06-07 00:00:00,0.006951930023286493
2020-06-08 00:00:00,0.007075061451527323
2020-06-09 00:00:00,0.007310971371847788
2020-06-10 00:00:00,0.0080358672144588
2020-06-11 00:00:00,0.0026931336434646708
2020-06-12 00:00:00,0.004243029086421907
2020-06-13 00:00:00,0.004188790358371455
2020-06-14 00:00:00,0.0033265563469969256
2020-06-15 00:00:00,0.003949331131811909
2020-06-16 00:00:00,0.004800194041428493
2020-06-17 00:00:00,0.004237291199928148
2020-06-18 00:00:00,0.00357066868548922
2020-06-19 00:00:00,0.002364151968922923
2020-06-20 00:00:00,0.002796025462132992
2020-06-21 00:00:00,0.0025162678121886106
2020-06-22 00:00:00,0.0058787834843263415
2020-06-23 00:00:00,0.00569306817636836
2020-06-24 00:00:00,0.0026135169000264247
2020-06-25 00:00:00,0.0021380430819168544
2020-06-26 00:00:00,0.0011451793760376833
2020-06-27 00:00:00,0.0
2020-06-28 00:00:00,0.0009567711628098163
2020-06-29 00:00:00,0.0014173911818866347
2020-06-30 00:00:00,0.0009023135767339124
2020-07-01 00:00:00,0.0017825034617630353
2020-07-02 00:00:00,0.0007602176248080739
2020-07-03 00:00:00,0.00040839859108719734
2020-07-04 00:00:00,0.0008486743293619203
2020-07-05 00:00:00,0.0002782066126334748
2020-07-06 00:00:00,0.0032163185111259845
2020-07-07 00:00:00,0.0020158917570074625
2020-07-08 00:00:00,0.00373136756957973
2020-07-09 00:00:00,0.0022662177603097466
2020-07-10 00:00:00,0.002274401147348934
2020-07-11 00:00:00,0.0018996400832193422
2020-07-12 00:00:00,0.0022519158641238074
2020-07-13 00:00:00,0.0019314791681415838
2020-07-14 00:00:00,0.0019275777859484866
2020-07-15 00:00:00,0.0014367077815256452
2020-07-16 00:00:00,0.0008461336731532404
2020-07-17 00:00:00,0.001032876662274279
2020-07-18 00:00:00,0.0011073930621625372
2020-07-19 00:00:00,0.001368309890784139
2020-07-20 00:00:00,0.0011579778127443208
2020-07-21 00:00:00,0.0032105996557648814
2020-07-22 00:00:00,0.004676824724029555
2020-07-23 00:00:00,0.005219649720584918
2020-07-24 00:00:00,0.004789165500058243
2020-07-25 00:00:00,0.0061554676063478725
2020-07-26 00:00:00,0.008377609263441887
2020-07-27 00:00:00,0.01895666382722168
2020-07-28 00:00:00,0.018196151219857543
2020-07-29 00:00:00,0.020024548258004315
2020-07-30 00:00:00,0.020129257549840643
2020-07-31 00:00:00,0.022197437343801987
